price,listing-location,bed,bath,carport,surface_area,building_area
598000000.0,4,2.0,1.0,1.0,90.0,40.0
950000000.0,1,2.0,2.0,1.0,109.0,75.0
1400000000.0,32,3.0,2.0,4.0,205.0,80.0
695000000.0,9,2.0,2.0,1.0,100.0,65.0
420000000.0,23,3.0,1.0,1.0,123.0,120.0
1290000000.0,1,4.0,3.0,1.0,99.0,105.0
350000000.0,42,2.0,1.0,1.0,80.0,45.0
250000000.0,20,2.0,1.0,1.0,97.0,36.0
270000000.0,66,1.0,1.0,1.0,71.0,36.0
800000000.0,1,3.0,1.0,1.0,75.0,70.0
695000000.0,24,2.0,2.0,1.0,100.0,65.0
240000000.0,2,2.0,1.0,1.0,45.0,62.0
1290000000.0,1,4.0,3.0,1.0,99.0,105.0
270000000.0,56,1.0,1.0,1.0,71.0,36.0
600000000.0,60,3.0,1.0,1.0,100.0,70.0
695000000.0,25,2.0,2.0,1.0,100.0,65.0
790000000.0,39,3.0,2.0,1.0,113.0,70.0
295000000.0,23,2.0,1.0,1.0,125.0,36.0
475000000.0,12,2.0,1.0,1.0,75.0,55.0
780000000.0,39,3.0,2.0,1.0,115.0,60.0
1950000000.0,67,3.0,2.0,1.0,168.0,110.0
465000000.0,23,2.0,1.0,1.0,132.0,53.0
800000000.0,39,3.0,2.0,1.0,107.0,100.0
750000000.0,60,3.0,2.0,1.0,130.0,60.0
756000000.0,39,2.0,1.0,2.0,95.0,57.0
400000000.0,42,2.0,1.0,1.0,90.0,50.0
1850000000.0,40,3.0,2.0,2.0,116.0,110.0
835000000.0,1,3.0,2.0,1.0,102.0,65.0
961000000.0,39,3.0,3.0,2.0,107.0,80.0
875000000.0,39,3.0,2.0,1.0,107.0,70.0
2790000000.0,36,3.0,3.0,1.0,123.0,160.0
1700000000.0,65,4.0,3.0,2.0,200.0,190.0
1780000000.0,36,3.0,3.0,1.0,160.0,210.0
1550000000.0,39,3.0,2.0,1.0,126.0,90.0
1300000000.0,39,3.0,2.0,1.0,135.0,120.0
1200000000.0,39,3.0,2.0,2.0,124.0,100.0
350000000.0,36,2.0,2.0,1.0,67.0,67.0
155000000.0,39,2.0,1.0,1.0,88.0,36.0
850000000.0,16,3.0,1.0,1.0,87.0,70.0
1900000000.0,39,4.0,3.0,1.0,130.0,130.0
999000000.0,12,3.0,3.0,2.0,103.0,100.0
775000000.0,32,3.0,2.0,2.0,145.0,80.0
550000000.0,15,2.0,1.0,1.0,108.0,50.0
595000000.0,33,2.0,1.0,1.0,82.0,65.0
675000000.0,1,3.0,2.0,1.0,99.0,75.0
897000000.0,40,3.0,2.0,1.0,107.0,91.0
640000000.0,39,2.0,1.0,1.0,91.0,50.0
1100000000.0,65,4.0,2.0,1.0,154.0,160.0
1470000000.0,32,4.0,3.0,2.0,178.0,131.0
1950000000.0,27,3.0,2.0,1.0,168.0,130.0
1290000000.0,51,4.0,2.0,1.0,207.0,160.0
350000000.0,7,2.0,2.0,1.0,67.0,67.0
550000000.0,15,2.0,1.0,1.0,108.0,50.0
1700000000.0,1,3.0,2.0,1.0,118.0,70.0
1100000000.0,39,2.0,2.0,1.0,112.0,85.0
1000000000.0,13,3.0,2.0,1.0,128.0,90.0
515000000.0,23,2.0,1.0,1.0,95.0,45.0
730000000.0,51,3.0,2.0,1.0,100.0,80.0
1750000000.0,39,4.0,2.0,1.0,128.0,97.0
1300000000.0,40,4.0,3.0,1.0,96.0,180.0
775000000.0,39,2.0,1.0,1.0,136.0,100.0
675000000.0,23,2.0,1.0,1.0,128.0,100.0
1350000000.0,1,4.0,3.0,1.0,204.0,170.0
850000000.0,12,3.0,3.0,1.0,98.0,99.0
350000000.0,36,3.0,2.0,1.0,54.0,80.0
1250000000.0,39,3.0,2.0,1.0,105.0,160.0
410000000.0,1,2.0,1.0,1.0,75.0,45.0
665000000.0,36,3.0,2.0,1.0,114.0,90.0
1200000000.0,23,3.0,3.0,1.0,80.0,100.0
2100000000.0,13,4.0,3.0,3.0,154.0,95.0
399000000.0,54,2.0,1.0,1.0,83.0,45.0
665000000.0,1,3.0,1.0,2.0,97.0,65.0
615000000.0,23,4.0,2.0,1.0,102.0,60.0
575000000.0,23,3.0,2.0,1.0,104.0,80.0
2000000000.0,39,3.0,3.0,1.0,125.0,169.0
1650000000.0,12,4.0,3.0,1.0,125.0,185.0
1400000000.0,12,3.0,2.0,1.0,133.0,105.0
1300000000.0,12,3.0,2.0,2.0,174.0,200.0
1650000000.0,13,2.0,2.0,2.0,135.0,115.0
1790000000.0,32,4.0,3.0,2.0,119.0,160.0
1700000000.0,1,3.0,2.0,1.0,118.0,70.0
1300000000.0,12,3.0,2.0,1.0,131.0,78.0
2170000000.0,13,4.0,3.0,2.0,200.0,135.0
900000000.0,32,4.0,2.0,4.0,204.0,100.0
1790000000.0,32,4.0,3.0,2.0,119.0,160.0
1470000000.0,9,4.0,3.0,1.0,146.0,146.0
685000000.0,40,3.0,2.0,2.0,120.0,77.0
1850000000.0,40,3.0,2.0,2.0,116.0,115.0
2300000000.0,12,3.0,3.0,2.0,126.0,130.0
800000000.0,58,4.0,2.0,1.0,107.0,165.0
825000000.0,65,3.0,2.0,1.0,102.0,120.0
825000000.0,23,3.0,2.0,1.0,125.0,79.0
1250000000.0,49,3.0,2.0,1.0,135.0,77.0
1800000000.0,1,3.0,2.0,1.0,112.0,152.0
950000000.0,65,3.0,2.0,1.0,72.0,80.0
1100000000.0,24,3.0,2.0,2.0,213.0,80.0
640000000.0,60,2.0,1.0,1.0,95.0,50.0
1950000000.0,67,3.0,2.0,1.0,170.0,130.0
235000000.0,23,2.0,1.0,1.0,70.0,30.0
525000000.0,58,3.0,1.0,1.0,112.0,75.0
925000000.0,36,2.0,1.0,1.0,101.0,65.0
520000000.0,14,2.0,1.0,1.0,90.0,50.0
650000000.0,48,3.0,2.0,1.0,126.0,80.0
575000000.0,15,3.0,3.0,1.0,80.0,120.0
975000000.0,36,3.0,2.0,1.0,128.0,100.0
435000000.0,13,2.0,1.0,1.0,101.0,45.0
550000000.0,39,3.0,2.0,1.0,123.0,62.0
270000000.0,50,2.0,1.0,1.0,61.0,30.0
475000000.0,27,3.0,1.0,1.0,93.0,60.0
580000000.0,28,2.0,1.0,1.0,66.0,45.0
975000000.0,39,3.0,2.0,1.0,121.0,80.0
675000000.0,3,2.0,1.0,1.0,85.0,45.0
765000000.0,51,3.0,2.0,1.0,118.0,80.0
890000000.0,1,3.0,2.0,1.0,85.0,70.0
675000000.0,39,2.0,1.0,1.0,121.0,45.0
2350000000.0,62,3.0,2.0,1.0,213.0,147.0
2350000000.0,67,4.0,3.0,10.0,184.0,160.0
350000000.0,17,2.0,1.0,1.0,104.0,50.0
730000000.0,51,3.0,2.0,1.0,100.0,80.0
1300000000.0,39,3.0,2.0,1.0,134.0,120.0
1500000000.0,67,3.0,2.0,1.0,148.0,120.0
1250000000.0,12,3.0,2.0,1.0,200.0,120.0
1100000000.0,12,3.0,2.0,1.0,160.0,120.0
592000000.0,39,2.0,1.0,1.0,104.0,50.0
2650000000.0,16,4.0,3.0,1.0,189.0,210.0
720000000.0,49,2.0,1.0,1.0,126.0,58.0
500000000.0,27,2.0,1.0,1.0,88.0,55.0
1850000000.0,36,3.0,3.0,2.0,102.0,138.0
2000000000.0,62,3.0,2.0,1.0,167.0,130.0
695000000.0,25,3.0,2.0,1.0,88.0,80.0
725000000.0,36,3.0,2.0,1.0,114.0,71.0
450000000.0,58,2.0,1.0,1.0,75.0,45.0
520000000.0,53,2.0,1.0,1.0,90.0,50.0
670000000.0,21,3.0,2.0,1.0,136.0,80.0
450000000.0,15,2.0,1.0,1.0,82.0,50.0
450000000.0,21,2.0,1.0,1.0,82.0,50.0
2390000000.0,36,3.0,3.0,2.0,110.0,70.0
1720000000.0,39,3.0,2.0,2.0,96.0,75.0
950000000.0,9,3.0,2.0,1.0,120.0,120.0
2800000000.0,12,3.0,2.0,1.0,129.0,163.0
790000000.0,65,3.0,2.0,1.0,75.0,70.0
235000000.0,17,2.0,1.0,1.0,73.0,30.0
675000000.0,1,2.0,1.0,1.0,85.0,45.0
1800000000.0,36,3.0,3.0,2.0,100.0,118.0
850000000.0,4,2.0,1.0,1.0,125.0,52.0
499000000.0,63,2.0,1.0,1.0,120.0,36.0
533000000.0,36,2.0,1.0,1.0,127.0,36.0
890000000.0,1,3.0,2.0,1.0,85.0,70.0
910000000.0,60,4.0,2.0,1.0,106.0,160.0
2500000000.0,39,3.0,3.0,1.0,170.0,125.0
3200000000.0,39,4.0,2.0,1.0,186.0,200.0
3000000000.0,39,4.0,3.0,1.0,216.0,200.0
2360000000.0,13,4.0,3.0,2.0,182.0,135.0
2350000000.0,67,4.0,3.0,2.0,184.0,160.0
475000000.0,4,3.0,1.0,1.0,85.0,47.0
375000000.0,23,2.0,1.0,1.0,72.0,72.0
278000000.0,56,2.0,1.0,2.0,71.0,36.0
2000000000.0,13,3.0,2.0,1.0,210.0,225.0
2000000000.0,12,4.0,3.0,1.0,134.0,162.0
2000000000.0,12,4.0,3.0,1.0,158.0,200.0
1700000000.0,13,3.0,1.0,1.0,223.0,100.0
1750000000.0,39,4.0,3.0,1.0,163.0,220.0
1700000000.0,13,4.0,3.0,1.0,110.0,100.0
1600000000.0,12,3.0,2.0,1.0,104.0,160.0
1800000000.0,12,3.0,2.0,1.0,164.0,120.0
999000000.0,32,3.0,3.0,1.0,103.0,100.0
725000000.0,21,3.0,2.0,1.0,114.0,71.0
999000000.0,12,3.0,3.0,1.0,103.0,100.0
1600000000.0,9,3.0,3.0,1.0,146.0,120.0
750000000.0,59,3.0,2.0,1.0,102.0,70.0
999000000.0,40,3.0,3.0,1.0,103.0,100.0
725000000.0,16,3.0,2.0,2.0,114.0,71.0
1480000000.0,39,2.0,1.0,1.0,93.0,50.0
950000000.0,13,3.0,2.0,2.0,115.0,75.0
1500000000.0,13,3.0,2.0,1.0,112.0,80.0
690000000.0,58,3.0,1.0,1.0,138.0,138.0
1900000000.0,58,3.0,2.0,2.0,143.0,187.0
255000000.0,40,2.0,1.0,1.0,73.0,36.0
235000000.0,50,2.0,1.0,1.0,73.0,30.0
1100000000.0,1,3.0,3.0,1.0,112.0,103.0
1950000000.0,12,3.0,3.0,1.0,188.0,128.0
690000000.0,58,3.0,1.0,1.0,138.0,138.0
890000000.0,60,3.0,2.0,1.0,107.0,90.0
610000000.0,27,2.0,1.0,1.0,90.0,55.0
1950000000.0,12,3.0,2.0,1.0,128.0,188.0
615000000.0,60,3.0,1.0,1.0,167.0,130.0
785000000.0,13,2.0,2.0,1.0,96.0,65.0
400000000.0,27,2.0,1.0,1.0,80.0,45.0
610000000.0,27,2.0,1.0,1.0,90.0,55.0
2800000000.0,12,3.0,3.0,2.0,105.0,138.0
3200000000.0,36,4.0,3.0,1.0,143.0,180.0
1100000000.0,12,3.0,2.0,1.0,160.0,150.0
350000000.0,58,2.0,1.0,1.0,75.0,40.0
1400000000.0,12,3.0,2.0,1.0,174.0,150.0
435000000.0,13,2.0,1.0,1.0,101.0,45.0
357000000.0,50,2.0,1.0,1.0,99.0,36.0
725000000.0,51,3.0,2.0,1.0,87.0,80.0
961000000.0,39,3.0,3.0,2.0,107.0,80.0
750000000.0,39,2.0,1.0,1.0,111.0,76.0
560000000.0,23,2.0,2.0,1.0,104.0,75.0
665000000.0,23,3.0,2.0,1.0,125.0,60.0
1400000000.0,12,3.0,2.0,4.0,205.0,80.0
680000000.0,65,2.0,1.0,1.0,68.0,48.0
595000000.0,1,3.0,1.0,1.0,90.0,60.0
1500000000.0,40,3.0,3.0,1.0,150.0,145.0
750000000.0,60,3.0,2.0,1.0,130.0,60.0
1690000000.0,39,3.0,3.0,2.0,150.0,121.0
750000000.0,12,3.0,1.0,1.0,103.0,61.0
475000000.0,39,2.0,1.0,1.0,104.0,60.0
2300000000.0,12,3.0,3.0,2.0,126.0,130.0
299000000.0,39,2.0,1.0,1.0,88.0,36.0
2400000000.0,60,4.0,3.0,1.0,187.0,135.0
3100000000.0,12,3.0,3.0,1.0,120.0,213.0
2360000000.0,60,4.0,3.0,1.0,182.0,135.0
910000000.0,60,4.0,2.0,1.0,106.0,160.0
2480000000.0,60,4.0,3.0,1.0,196.0,136.0
2540000000.0,60,4.0,3.0,1.0,200.0,135.0
2400000000.0,60,4.0,3.0,1.0,187.0,135.0
2460000000.0,60,4.0,3.0,1.0,196.0,135.0
2430000000.0,60,4.0,3.0,1.0,192.0,135.0
2400000000.0,39,3.0,2.0,1.0,238.0,75.0
1300000000.0,65,2.0,2.0,1.0,134.0,80.0
1300000000.0,12,4.0,3.0,1.0,144.0,200.0
850000000.0,60,2.0,1.0,1.0,105.0,50.0
299000000.0,39,2.0,1.0,1.0,88.0,36.0
1780000000.0,32,4.0,3.0,1.0,118.0,160.0
299000000.0,39,2.0,1.0,1.0,88.0,36.0
499000000.0,13,2.0,1.0,1.0,141.0,56.0
660000000.0,54,2.0,1.0,1.0,96.0,45.0
750000000.0,61,3.0,2.0,1.0,120.0,60.0
300000000.0,20,2.0,1.0,1.0,66.0,36.0
1450000000.0,15,3.0,3.0,1.0,100.0,100.0
750000000.0,39,3.0,2.0,1.0,125.0,78.0
395000000.0,54,2.0,1.0,1.0,72.0,38.0
593000000.0,39,2.0,1.0,1.0,76.0,50.0
1870000000.0,4,3.0,2.0,2.0,150.0,110.0
2600000000.0,49,4.0,3.0,1.0,190.0,120.0
875000000.0,24,3.0,1.0,1.0,99.0,70.0
250000000.0,39,2.0,1.0,1.0,88.0,36.0
580000000.0,28,2.0,1.0,1.0,66.0,45.0
2600000000.0,15,3.0,2.0,1.0,200.0,190.0
1480000000.0,60,3.0,2.0,1.0,125.0,100.0
690000000.0,2,3.0,2.0,2.0,77.0,60.0
1820000000.0,67,3.0,2.0,1.0,140.0,158.0
730000000.0,51,3.0,2.0,1.0,100.0,85.0
808000000.0,48,3.0,2.0,2.0,78.0,70.0
675000000.0,48,2.0,1.0,2.0,85.0,45.0
690000000.0,2,3.0,2.0,2.0,77.0,60.0
750000000.0,12,3.0,1.0,1.0,61.0,103.0
850000000.0,65,2.0,1.0,1.0,90.0,70.0
1800000000.0,40,4.0,2.0,1.0,168.0,140.0
1100000000.0,33,1.0,1.0,4.0,149.0,70.0
1780000000.0,1,4.0,3.0,1.0,118.0,160.0
1780000000.0,1,4.0,3.0,1.0,118.0,160.0
850000000.0,39,3.0,2.0,1.0,107.0,80.0
2530000000.0,32,4.0,3.0,2.0,175.0,130.0
375000000.0,23,2.0,1.0,1.0,72.0,72.0
1450000000.0,32,4.0,3.0,2.0,125.0,100.0
1340000000.0,32,3.0,2.0,2.0,103.0,100.0
375000000.0,23,2.0,1.0,1.0,72.0,72.0
1380000000.0,60,3.0,2.0,1.0,107.0,100.0
1700000000.0,1,3.0,2.0,1.0,118.0,70.0
1650000000.0,12,3.0,3.0,1.0,130.0,130.0
520000000.0,36,2.0,1.0,1.0,90.0,50.0
1290000000.0,1,4.0,3.0,1.0,99.0,105.0
1290000000.0,1,4.0,3.0,1.0,99.0,105.0
645000000.0,1,3.0,1.0,1.0,93.0,60.0
645000000.0,1,3.0,1.0,1.0,93.0,60.0
235000000.0,4,2.0,1.0,1.0,73.0,30.0
1450000000.0,12,3.0,3.0,1.0,110.0,129.0
1820000000.0,27,3.0,2.0,1.0,140.0,158.0
1290000000.0,1,4.0,3.0,1.0,99.0,105.0
1290000000.0,1,4.0,3.0,1.0,99.0,105.0
1290000000.0,1,4.0,3.0,1.0,99.0,105.0
1290000000.0,1,4.0,3.0,1.0,99.0,105.0
592000000.0,36,2.0,1.0,1.0,104.0,50.0
2360000000.0,60,4.0,3.0,1.0,182.0,135.0
2700000000.0,61,4.0,3.0,1.0,213.0,135.0
1450000000.0,67,3.0,3.0,1.0,110.0,129.0
775000000.0,51,3.0,2.0,1.0,145.0,70.0
520000000.0,53,2.0,1.0,1.0,90.0,50.0
685000000.0,40,3.0,2.0,2.0,120.0,75.0
775000000.0,23,3.0,2.0,1.0,145.0,70.0
775000000.0,23,3.0,2.0,1.0,145.0,70.0
775000000.0,23,3.0,2.0,2.0,145.0,70.0
775000000.0,23,3.0,2.0,1.0,145.0,70.0
999000000.0,39,3.0,3.0,1.0,103.0,100.0
750000000.0,51,3.0,2.0,2.0,114.0,80.0
195000000.0,4,1.0,1.0,1.0,60.0,23.0
195000000.0,23,2.0,1.0,1.0,60.0,23.0
270000000.0,38,1.0,1.0,1.0,71.0,36.0
725000000.0,51,3.0,2.0,1.0,87.0,80.0
227000000.0,39,2.0,1.0,1.0,60.0,28.0
275000000.0,54,2.0,1.0,1.0,70.0,36.0
270000000.0,30,1.0,1.0,1.0,71.0,36.0
2430000000.0,60,4.0,3.0,1.0,196.0,135.0
2450000000.0,60,4.0,3.0,1.0,187.0,135.0
155000000.0,39,2.0,1.0,1.0,88.0,36.0
2900000000.0,61,4.0,3.0,2.0,189.0,220.0
1450000000.0,39,3.0,3.0,2.0,105.0,90.0
1250000000.0,39,3.0,2.0,2.0,161.0,90.0
270000000.0,66,2.0,1.0,1.0,71.0,36.0
699000000.0,40,3.0,2.0,1.0,120.0,75.0
699000000.0,40,3.0,2.0,1.0,120.0,75.0
699000000.0,40,3.0,2.0,2.0,120.0,75.0
585000000.0,23,3.0,1.0,1.0,111.0,55.0
278000000.0,56,2.0,1.0,2.0,71.0,36.0
270000000.0,66,1.0,1.0,1.0,71.0,36.0
379000000.0,39,2.0,1.0,1.0,94.0,36.0
2250000000.0,13,4.0,3.0,2.0,183.0,135.0
735000000.0,32,3.0,2.0,1.0,105.0,70.0
270000000.0,56,1.0,1.0,1.0,71.0,36.0
375000000.0,23,2.0,1.0,1.0,72.0,72.0
705000000.0,40,3.0,2.0,1.0,120.0,75.0
1290000000.0,1,4.0,3.0,2.0,99.0,105.0
166000000.0,50,2.0,1.0,1.0,60.0,30.0
775000000.0,51,3.0,2.0,2.0,145.0,75.0
1350000000.0,39,3.0,3.0,1.0,106.0,90.0
425000000.0,27,2.0,1.0,1.0,107.0,55.0
425000000.0,27,2.0,2.0,1.0,107.0,55.0
425000000.0,27,2.0,2.0,1.0,107.0,55.0
1370000000.0,32,4.0,3.0,2.0,183.0,168.0
299000000.0,39,2.0,1.0,1.0,88.0,36.0
689000000.0,40,3.0,2.0,2.0,120.0,77.0
2000000000.0,39,3.0,3.0,1.0,125.0,169.0
1500000000.0,13,3.0,3.0,1.0,125.0,200.0
450000000.0,13,2.0,1.0,1.0,83.0,50.0
425000000.0,27,2.0,2.0,1.0,107.0,55.0
575000000.0,60,3.0,1.0,1.0,100.0,70.0
435000000.0,2,2.0,1.0,1.0,90.0,45.0
399000000.0,35,2.0,1.0,1.0,100.0,45.0
410000000.0,2,2.0,1.0,1.0,80.0,42.0
335000000.0,2,2.0,1.0,1.0,60.0,36.0
260000000.0,42,2.0,1.0,1.0,88.0,40.0
757000000.0,40,2.0,1.0,1.0,95.0,57.0
425000000.0,27,2.0,2.0,1.0,107.0,55.0
897000000.0,12,3.0,2.0,1.0,107.0,91.0
850000000.0,61,2.0,2.0,1.0,98.0,105.0
650000000.0,61,3.0,2.0,1.0,98.0,75.0
760000000.0,61,4.0,2.0,1.0,132.0,90.0
1800000000.0,51,3.0,2.0,1.0,120.0,84.0
985000000.0,61,2.0,2.0,1.0,125.0,132.0
875000000.0,15,3.0,2.0,1.0,133.0,83.0
595000000.0,36,2.0,1.0,1.0,91.0,50.0
800000000.0,58,4.0,2.0,1.0,107.0,165.0
800000000.0,33,4.0,2.0,1.0,107.0,165.0
275000000.0,16,2.0,1.0,1.0,61.0,30.0
630000000.0,15,3.0,2.0,1.0,104.0,64.0
454000000.0,27,2.0,1.0,2.0,112.0,40.0
1940000000.0,36,3.0,3.0,2.0,102.0,138.0
278000000.0,67,2.0,1.0,2.0,71.0,36.0
1450000000.0,39,3.0,3.0,2.0,105.0,90.0
450000000.0,15,2.0,1.0,1.0,82.0,50.0
430000000.0,50,2.0,1.0,2.0,68.0,45.0
585000000.0,23,3.0,1.0,2.0,111.0,55.0
1790000000.0,13,3.0,2.0,1.0,108.0,110.0
665000000.0,23,3.0,2.0,1.0,120.0,60.0
900000000.0,39,3.0,2.0,1.0,128.0,120.0
1780000000.0,12,4.0,3.0,2.0,118.0,160.0
500000000.0,23,3.0,2.0,1.0,104.0,80.0
580000000.0,39,2.0,1.0,2.0,98.0,45.0
1080000000.0,39,3.0,3.0,2.0,85.0,98.0
278000000.0,13,2.0,1.0,2.0,71.0,36.0
1700000000.0,65,4.0,3.0,1.0,200.0,190.0
760000000.0,40,4.0,2.0,1.0,132.0,90.0
760000000.0,40,4.0,2.0,1.0,132.0,90.0
